7486_7	7486_8	7486_9	7486_10	7486_17	7486_18	7486_19	7486_20
TTLL4	1004	942	1154	1284	1128	1173	1161	1034
CYP27A1	4	2	4	6	1	1	1	3
RP11-459I19.1	0	0	0	0	0	0	0	0
PRKAG3	0	0	0	0	0	0	0	0
MIR9500	0	0	0	0	0	0	0	0
AC009974.11	0	1	0	0	0	0	0	0
WNT6	0	0	0	0	0	0	0	0
WNT10A	16	73	31	77	77	29	64	26
AC073128.10	1	2	0	0	0	1	0	0
RNU6-642P	0	0	0	0	0	0	0	0
AC097468.7	0	0	0	0	0	0	0	0
AC097468.6	0	0	0	0	0	0	0	0
CDK5R2	0	0	0	0	0	1	0	0
AC097468.5	0	1	0	0	0	0	2	0
FEV	0	0	0	0	0	0	0	0
CRYBA2	0	0	0	0	0	0	0	0
MIR375	0	0	0	0	0	0	0	0
AC097468.4	0	0	0	0	0	0	0	0
CFAP65	1	5	1	7	0	0	0	1
IHH	4	6	3	9	1	7	5	5
MIR3131	0	0	0	0	1	0	1	0
RP11-33O4.1	30	30	39	34	44	40	56	21
NHEJ1	8	6	14	7	3	4	12	6
RP11-33O4.2	23	22	30	30	16	10	25	9
RN7SL764P	0	0	0	0	0	0	0	0
SLC23A3	56	27	46	52	47	26	48	26
CNPPD1	4653	4278	4943	5684	4643	4977	4711	3970
FAM134A	4438	3173	4810	4360	4290	4123	4338	3105
ZFAND2B	2178	1762	2418	2440	2196	2164	2444	1815
ABCB6	556	503	591	657	157	163	208	171
RP11-803J6.1	45	35	50	43	9	13	15	12
ATG9A	1803	1704	1789	2261	1415	1821	1442	1367
ANKZF1	9027	8314	9998	11083	6841	6153	7228	4945
GLB1L	75	78	91	97	154	169	145	135
STK16	1235	1012	1317	1362	1378	1513	1431	1135
TUBA4A	3245	3207	3387	4382	8542	9566	9370	7608
TUBA4B	6	9	10	3	9	7	6	13
DNAJB2	3131	4389	3539	5734	2578	3994	2687	3403
PTPRN	2	3	3	9	2	0	0	2
MIR153-1	0	0	0	0	0	0	0	0
AC114803.3	0	0	0	0	0	0	0	0
RESP18	0	0	0	0	0	0	0	0
AC053503.2	0	0	2	0	0	0	0	0
DNPEP	3664	2803	3721	3958	3018	2654	3286	2166
AC053503.4	0	1	0	0	1	0	0	0
DES	0	1	0	0	0	0	2	0
AC053503.6	0	0	0	0	0	0	0	0
AC053503.12	0	0	0	0	0	0	0	0
SPEG	90	155	96	217	214	75	199	59
AC053503.11	0	0	0	0	0	0	0	0
RP11-316O14.1	0	1	0	0	0	0	0	0
GMPPA	2283	1421	2333	1876	2664	2335	2785	2052
ASIC4	6	4	4	6	0	1	0	6
CHPF	502	657	556	880	985	1097	1031	1007
TMEM198	19	16	44	28	63	49	54	47
RP11-256I23.1	1	1	0	0	0	1	1	3
MIR3132	0	0	0	0	0	0	0	0
OBSL1	6	10	6	14	10	6	11	10
RP11-256I23.2	0	0	0	0	0	0	0	0
INHA	0	0	0	0	1	0	0	0
RN7SKP213	0	1	0	0	0	0	0	0
STK11IP	2602	1916	2902	2797	2103	2008	2178	1661
AC009955.8	1	0	0	0	0	0	0	0
SLC4A3	2	3	2	6	3	2	2	3
RP11-256I23.3	0	0	0	2	0	0	0	0
AC009502.1	0	0	0	0	0	0	0	0
AC009502.4	0	0	0	0	0	0	0	0
AC009502.2	0	0	0	0	0	0	0	0
AC008281.1	0	0	0	0	0	0	0	0
MIR4268	0	0	0	0	0	0	0	0
AC009310.1	0	0	0	0	0	0	0	0
AC114765.1	0	0	0	0	0	0	0	0
AC114765.2	0	0	0	0	0	0	0	0
AC067956.1	0	0	0	0	0	0	0	0
AC093843.1	0	0	0	0	0	0	0	0
AC011233.2	0	0	0	0	0	0	0	0
EPHA4	309	26	387	30	776	200	733	132
AC079834.2	0	0	0	0	0	2	0	0
CTD-2308L22.1	0	0	0	0	2	2	2	1
AC079834.1	0	0	0	0	0	0	0	0
AC068489.1	0	0	0	0	0	0	0	0
AC009302.2	1	0	0	2	0	0	2	0
AC009302.3	1	3	2	1	8	7	4	7
AC009302.4	0	0	0	0	0	0	0	0
PAX3	0	0	0	0	0	0	0	0
CCDC140	0	0	0	0	0	0	0	0
RP11-384O8.1	0	0	0	0	0	0	0	0
AC010980.2	0	0	0	0	0	0	0	0
SGPP2	168	225	199	293	184	165	175	138
NANOGP2	0	0	0	0	1	0	0	0
RNU6-619P	0	0	0	0	0	0	0	0
AC097461.3	0	0	0	0	0	0	0	0
RP11-16P6.1	141	120	140	142	97	78	80	74
FARSB	1784	1448	2094	1727	2093	1675	2159	1337
MOGAT1	0	0	0	0	0	0	0	0
AC104772.1	0	0	0	0	0	0	0	0
AC016712.1	0	0	0	0	0	0	0	0
AC016712.2	1	0	1	1	2	2	0	1
ACSL3	1593	1757	1544	2344	1440	1742	1368	1393
AC013476.2	2	0	0	1	0	1	0	0
AC097461.4	5	2	3	8	2	4	5	0
RP11-525G12.1	0	0	0	0	0	1	0	0
KCNE4	0	0	1	0	1	1	0	0
RN7SL807P	0	0	0	0	0	0	0	0
AC079120.1	0	0	0	0	0	0	0	0
AC013448.1	0	0	0	0	0	0	0	0
AC013448.2	0	0	0	0	0	0	0	0
SCG2	3	3	3	8	3	8	3	8
AC012512.1	0	1	0	1	0	2	0	0
AP1S3	121	86	89	132	135	237	128	145
WDFY1	2266	2210	2451	2729	3938	3869	3811	2696
MRPL44	1171	877	1202	1101	1265	1195	1301	1015
AC073641.2	1	6	5	4	1	9	2	13
SERPINE2	740	790	796	1082	488	710	491	576
AC019109.1	0	0	0	0	0	1	0	0
AC008072.1	0	0	0	0	0	0	0	0
FAM124B	36	24	32	39	98	106	102	72
RP11-92F20.1	2	3	2	4	3	7	5	8
CUL3	2749	2188	2724	2799	2751	2463	2657	1809
AC073052.1	8	3	7	8	7	6	10	2
RP11-811O14.1	0	1	0	1	1	0	0	0
DOCK10	13901	13273	14427	16503	12014	13740	11443	10413
MIR4439	3	0	1	0	0	0	0	0
NYAP2	4	2	4	3	2	4	5	1
AC016717.1	0	0	0	0	0	0	0	0
RP11-314B1.2	3	1	0	3	3	0	3	0
RP11-314B1.1	0	0	0	0	0	0	0	0
AC080002.1	0	0	0	0	0	0	0	0
AC068138.1	0	0	0	0	0	0	0	0
MIR5702	0	0	0	0	0	0	0	0
IRS1	127	136	147	187	149	179	135	112
RP11-395N3.2	0	0	0	0	5	0	0	0
RP11-395N3.1	2	0	0	0	1	0	2	0
RHBDD1	1065	1001	1153	1305	1272	1186	1122	862
COL4A4	34	19	24	22	34	24	37	19
COL4A3	3	3	6	7	7	8	16	5
AC097662.2	19	8	17	14	20	23	19	12
MFF	2747	1977	2872	2543	2553	2522	2772	1998
TM4SF20	5	3	5	3	4	7	4	2
RP11-563C6.1	0	0	0	0	0	0	0	0
MIR5703	0	0	0	0	0	1	0	0
AGFG1	4481	5077	4402	6445	3015	3583	3242	2583
RP11-90L9.1	0	0	0	0	0	0	0	0
RP11-90L9.2	1	0	0	1	0	0	0	0
AC064853.3	0	0	0	0	0	0	0	0
RP11-90L9.3	0	0	0	0	0	0	0	0
AC064853.2	0	0	0	0	0	0	0	0
RP11-90L9.4	0	0	0	0	0	0	0	0
RP11-90L9.5	0	0	0	0	0	0	0	0
SLC19A3	0	0	0	0	2	0	0	0
RP11-90L9.6	0	0	0	0	0	0	0	0
RP11-90L9.7	0	0	0	0	0	0	0	0
RP11-90L9.8	0	0	0	0	0	0	0	0
RNA5SP121	0	0	0	0	0	0	0	0
AC093762.1	0	0	0	0	0	0	0	0
AC073065.3	0	1	0	0	1	0	0	0
CCL20	32	113	45	154	26	58	26	84
AC073065.4	0	0	0	0	0	0	0	0
DAW1	0	0	1	0	0	0	0	0
SPHKAP	0	0	0	1	0	0	0	0
RNU6-624P	0	0	0	0	0	0	0	0
AC074019.2	0	0	0	0	0	0	0	0
AC009410.1	0	0	0	0	0	0	0	0
AC074019.1	0	0	0	0	0	0	0	0
AC007677.1	0	0	0	0	0	0	0	0
PID1	0	0	0	0	1	2	0	2
AC007677.2	0	0	0	0	0	0	0	0
RN7SKP283	0	0	0	0	0	0	0	0
DNER	0	0	1	0	1	7	1	1
RNU7-9P	0	0	0	0	0	0	0	0
AC007559.1	0	0	0	0	0	0	0	0
TRIP12	9470	8281	9584	10335	9077	9425	8457	6909
RNU6-613P	0	0	0	0	0	0	0	0
FBXO36	57	30	68	49	58	31	74	37
RNU6-964P	1	0	0	0	1	0	0	0
AC009973.2	0	0	0	0	0	0	0	0
RNU6-1027P	0	0	0	0	0	0	0	0
SLC16A14	61	58	59	96	70	90	69	65
RNY4P19	0	1	0	0	1	2	0	0
AC009950.2	662	421	679	608	622	642	655	424
RP11-98F19.1	0	0	0	0	0	0	0	0
SP110	5193	4003	5501	5022	5806	6076	5711	4448
SP140	2282	1867	2646	2563	4139	4354	4081	3415
SP140L	6971	6325	7788	8747	7313	8015	7328	6314
RP11-69J7.1	0	1	7	1	9	3	1	2
SP100	7546	7603	8274	9795	9432	10867	9065	7902
RN7SL834P	166	199	206	282	132	284	168	175
AC010149.2	5	5	6	6	9	10	4	5
AC010149.4	13	13	13	31	16	13	9	11
AC010149.3	1	0	0	3	1	0	3	2
RP11-395A23.1	0	0	0	1	0	2	0	0
RNU6-451P	0	0	0	0	0	0	0	0
AC098823.3	5	9	11	17	6	10	2	12
CAB39	10694	13381	10494	16917	10484	16535	10441	11921
AC084031.1	1	3	3	2	2	4	1	2
RNU6-268P	0	0	1	0	0	1	0	0
RP11-499P1.1	0	0	0	0	0	0	0	0
ITM2C	2365	2004	2637	2640	1850	2845	1690	2303
AC012507.3	5	7	8	8	10	23	4	10
GPR55	987	491	1113	645	821	1025	803	816
AC012507.4	0	0	0	0	0	0	0	0
RP11-499P1.2	1	2	0	0	1	5	4	8
AC092534.1	0	2	0	2	3	7	4	5
AC105344.2	23	18	23	22	254	431	256	331
SPATA3	0	0	2	1	12	30	10	33
C2orf72	3	2	5	11	1	9	1	2
RP11-223I10.1	0	1	0	0	0	1	1	4
PSMD1	4206	4746	4297	6177	4625	5644	4496	4050
HTR2B	6	2	8	4	3	9	11	4
RNU1-93P	0	0	0	1	0	1	0	0
ARMC9	5	9	11	7	13	24	21	24
AC018738.2	2	0	1	4	1	3	2	1
MIR4777	0	0	0	0	0	0	0	0
AC017104.6	7	1	4	0	2	2	2	4
B3GNT7	5	2	13	0	1	5	2	11
AC017104.3	2	0	2	1	2	1	3	0
AC017104.4	0	0	0	0	0	0	0	0
AC017104.2	0	0	2	4	2	0	1	2
NCL	22390	17045	24734	22603	30635	22579	30138	17145
SNORA75	20	28	30	35	29	22	34	38
SNORD20	13	10	19	12	24	24	20	26
SNORD82	1	0	2	2	1	0	0	0
RP11-562I5.1	20	15	21	16	51	25	64	34
RP11-562I5.2	10	3	12	4	27	18	27	14
RNU2-22P	2	0	1	1	4	5	6	2
LINC00471	22	14	12	10	40	20	25	28
NMUR1	0	2	5	1	77	238	74	189
AC104634.3	1	1	0	1	4	3	2	1
AC104634.2	0	0	0	0	0	0	0	0
TEX44	0	1	0	0	0	0	0	0
RN7SL499P	0	0	0	0	0	0	0	0
PTMA	27783	19868	30737	26796	56318	37503	55614	29139
MIR1244-1	0	0	0	0	0	0	0	0
PDE6D	899	711	927	1024	1044	1004	1149	864
AC073476.4	0	3	0	0	1	0	0	0
COPS7B	2144	1522	2245	1969	2331	2035	2562	1666
RP11-690I21.1	4	15	17	18	18	16	10	16
RP11-690I21.2	43	38	31	48	12	28	20	27
RP11-690I21.3	0	0	0	0	0	0	0	0
MIR1471	0	0	0	0	0	0	0	0
NPPC	0	0	1	3	2	0	1	0
DIS3L2	1545	1247	1614	1702	1616	1508	1666	1253
AC105461.1	0	0	0	0	0	0	0	0
MIR562	0	0	0	0	0	0	0	0
AC068134.10	47	51	50	49	41	46	30	28
ECEL1P3	6	4	1	7	1	0	1	2
RP11-762N20.1	0	0	0	0	0	0	0	0
ALPP	1	0	0	3	0	0	0	0
AC068134.8	0	0	0	0	0	0	0	0
ECEL1P2	0	0	0	0	0	0	0	0
ALPPL2	1	0	0	0	0	0	0	0
AC068134.5	0	0	0	0	0	0	0	0
AC068134.6	0	0	0	0	0	0	0	0
AC068134.4	0	0	0	0	0	0	0	0
ALPI	0	0	0	0	0	0	1	1
ECEL1	0	1	0	16	0	2	0	2
PRSS56	0	1	3	0	0	0	0	0
CHRND	7	1	3	2	1	1	6	2
CHRNG	24	14	23	7	13	4	16	7
TIGD1	500	324	448	466	438	403	435	322
EIF4E2	2711	2145	2927	2788	2670	2974	2739	2267
MIR5001	0	0	0	0	0	0	0	0
AC073254.1	67	54	71	70	61	55	46	40
EFHD1	538	536	549	779	415	554	435	447
RN7SL359P	0	0	0	0	0	0	0	0
GIGYF2	4116	2791	4267	3694	3494	2897	3273	2184
AC064852.5	4	3	3	4	0	3	0	0
AC064852.4	0	0	0	0	0	0	0	0
KCNJ13	1	2	8	3	2	1	1	3
RNU6-107P	1	0	3	0	0	0	0	1
C2orf82	43	53	48	78	33	36	30	35
NGEF	3	5	2	2	6	9	4	5
AC106876.2	0	0	0	0	0	0	0	0
NEU2	0	0	0	0	0	0	0	0
INPP5D	12728	8755	13079	11566	10822	11233	10724	8660
RN7SL32P	15	15	19	24	22	29	16	29
ATG16L1	3329	3402	3725	4335	3525	4121	3651	3346
SCARNA5	6	15	13	10	8	7	8	7
SCARNA6	25	20	22	29	29	42	17	25
SAG	2	1	1	4	3	1	1	2
RP11-400N9.1	3	3	1	2	3	3	0	4
DGKD	7390	5243	7900	7130	5901	5924	5891	4656
USP40	1133	1141	1197	1658	1121	1482	1116	1089
RP11-289A15.1	2	0	1	3	1	2	1	1
UGT1A12P	0	0	0	0	0	0	0	0
UGT1A11P	0	0	0	0	0	0	0	0
UGT1A8	0	0	0	0	0	0	0	0
UGT1A10	0	0	0	0	0	0	0	0
UGT1A13P	0	0	0	0	0	0	0	0
UGT1A9	0	0	0	0	0	0	0	0
UGT1A7	0	0	0	0	0	0	0	0
UGT1A6	0	0	0	0	0	0	0	0
AC114812.8	0	0	0	0	0	0	0	0
UGT1A5	0	0	0	0	0	0	0	0
UGT1A4	0	0	0	0	0	0	0	0
RPL17P11	0	0	0	0	0	0	0	0
UGT1A3	0	0	0	0	0	0	0	0
AC114812.9	0	0	0	0	0	0	0	0
DNAJB3	0	0	0	0	0	0	0	0
UGT1A2P	0	0	0	0	0	0	0	1
AC114812.10	0	0	0	0	0	0	0	0
AC114812.5	0	0	0	0	0	0	0	0
UGT1A1	0	0	0	0	0	0	0	0
MROH2A	1	0	1	0	5	4	8	6
HJURP	235	124	247	189	2964	2683	3331	2282
AC005538.2	6	3	6	8	7	15	6	7
AC005538.3	0	0	0	0	0	0	0	0
TRPM8	0	1	0	0	1	0	0	1
AC005538.5	0	0	0	0	0	0	0	0
SPP2	0	0	0	0	0	0	0	0
RP11-263G22.1	0	0	0	0	0	0	0	0
AC006037.2	0	0	0	0	0	0	0	0
RP11-309M7.1	2	1	8	6	1	3	0	0
AC097713.5	0	0	0	0	0	0	0	0
AC097713.3	5	4	2	2	3	11	3	6
AC097713.4	495	401	538	493	280	274	261	182
AC097713.2	1	0	2	2	1	1	0	3
ARL4C	41560	38558	43880	49858	30776	38395	30992	28898
LINC01173	0	0	0	0	0	0	0	0
RP13-977E11.1	0	0	0	0	0	0	0	0
AC010148.1	1	1	0	2	5	1	1	3
SH3BP4	4	6	2	2	10	10	8	9
AC114814.4	0	0	0	0	0	0	0	0
AC114814.2	0	0	0	0	0	0	0	0
AC114814.3	0	0	0	0	0	0	0	0
AGAP1	113	34	93	50	25	35	25	21
AC012305.1	0	0	2	0	0	0	0	0
AC064874.1	0	0	0	0	0	0	0	0
AC064874.2	3	1	2	3	2	5	2	3
RNU7-127P	0	0	0	0	0	0	0	0
RN7SL204P	0	0	0	0	0	0	0	0
GBX2	0	0	0	0	0	0	0	0
AC079135.1	0	0	0	0	0	0	0	0
ASB18	0	0	0	0	0	0	0	0
RNU1-31P	0	0	0	0	0	0	0	0
IQCA1	4	0	1	0	2	1	2	0
RP11-785G17.1	0	0	0	0	0	0	0	0
AC019068.2	0	0	0	0	0	0	0	0
RPL3P5	0	0	0	0	0	0	0	0
ACKR3	252	84	320	98	297	131	326	103
AC011286.1	0	0	0	0	0	0	0	0
RNU6-1051P	0	0	0	0	2	0	2	1
AC105760.3	2	1	1	0	0	1	1	0
AC105760.2	19	19	17	14	32	51	47	35
COPS8	1897	1420	1962	1803	1931	1788	1889	1381
AC107079.1	0	1	1	4	4	2	0	5
AC112715.2	0	0	1	0	0	0	0	1
COL6A3	47	38	46	46	34	19	29	31
AC112721.1	5	0	0	1	1	0	0	0
AC112721.2	5	4	1	5	0	1	1	1
MLPH	5	14	4	6	14	14	10	12
MIR6811	0	0	0	0	0	0	0	0
RNU6-1140P	0	0	0	0	0	0	0	0
PRLH	0	0	0	0	0	0	0	0
RAB17	5	1	2	4	1	1	2	1
AC104667.3	1	0	0	0	0	0	0	1
AC096574.5	0	1	0	1	0	2	1	0
LRRFIP1	9637	8874	9761	11323	10613	12554	10459	9353
RBM44	198	176	186	261	146	232	160	206
RAMP1	504	269	550	395	729	742	727	584
RF00157	0	1	0	0	0	1	1	0
UBE2F	1169	723	1157	1000	1185	1179	1274	905
UBE2F-SCLY	6	9	11	8	5	8	8	3
RNU6-1333P	6	6	1	4	0	2	3	2
SCLY	562	413	594	538	544	429	554	353
ESPNL	11	5	8	18	5	18	10	18
KLHL30	1	1	0	0	0	4	0	0
C2orf19	0	0	0	1	0	0	0	0
FAM132B	1	3	5	4	12	13	15	15
ILKAP	2416	2313	2790	3099	2626	2495	2696	2045
AC016757.3	206	142	205	260	215	213	228	157
AC096574.4	7	5	2	5	10	5	3	3
HES6	268	206	258	274	488	470	483	441
PER2	896	897	1075	1059	814	985	805	694
RP11-5O24.1	0	0	0	0	0	2	0	0
AC012485.2	0	0	0	0	0	0	0	0
TRAF3IP1	620	608	609	724	650	595	555	522
RNU6-234P	0	0	0	2	0	0	0	0
ASB1	3356	2808	3473	3469	2782	2998	2837	2315
AC016999.2	7	6	9	6	13	2	4	0
RP11-40B20.1	0	0	0	0	1	0	1	0
AC092619.1	1	0	0	0	3	4	1	0
AC113618.1	0	0	0	0	0	0	0	0
AC113618.2	0	0	0	0	0	0	0	0
AC144525.1	0	0	0	0	0	0	0	0
TWIST2	2	0	0	0	1	0	0	0
AC114788.2	0	0	0	0	0	0	0	0
HDAC4	2597	2506	2756	3453	2639	2936	2485	2200
MIR4440	2	4	0	3	0	1	2	2
MIR4441	3	1	1	1	1	4	2	3
MIR4269	0	0	0	1	0	0	0	0
MIR2467	0	0	0	2	0	0	0	1
AC062017.1	31	43	48	47	51	49	55	61
AC079612.1	0	0	0	0	0	0	0	0
AC079612.2	0	0	0	0	0	0	0	0
RP11-315F22.1	0	0	0	0	0	0	0	0
AC093802.1	0	0	0	0	0	1	0	0
NDUFA10	7568	5490	8107	7480	5832	4846	5850	3835
MIR4786	10	5	8	12	12	11	6	12
OR6B2	0	2	1	0	0	0	0	0
OR6B3	0	0	0	0	0	0	0	0
OR9S24P	0	0	0	0	0	0	0	0
OR5S1P	1	4	0	1	0	1	0	1
MYEOV2	1373	1217	1477	1601	1298	1591	1409	1370
OTOS	0	0	0	0	0	0	0	0
AC124861.1	0	0	0	0	0	0	0	0
GPC1	288	326	252	472	699	908	804	667
AC110619.2	9	8	15	10	7	5	5	7
MIR149	4	1	1	0	0	0	0	0
ANKMY1	1612	846	1752	1205	1657	873	1725	667
DUSP28	686	561	799	668	740	575	728	496
RNPEPL1	14667	9620	15219	13351	11101	11072	12652	9462
RP11-27M15.1	708	599	717	811	476	534	537	417
CAPN10	4054	3922	4433	5445	3471	4388	3670	3567
GPR35	486	675	601	931	756	1041	819	878
RP11-118M12.1	0	0	0	0	0	0	0	0
AQP12B	0	0	0	0	0	0	0	0
AC011298.2	0	0	0	0	0	0	1	0
AQP12A	0	0	0	0	0	0	0	0
RP11-118M12.2	0	0	0	0	0	0	0	0
KIF1A	15	23	9	47	3	27	3	10
AGXT	0	0	0	0	0	0	0	0
C2orf54	0	0	1	0	1	0	1	2
CROCC2	0	0	0	0	0	1	0	0
AC104809.4	0	0	0	0	0	0	0	0
AC104809.2	0	0	0	0	0	0	0	0
SNED1	219	105	265	173	383	128	371	137
AC093585.6	2	0	0	1	1	0	1	0
AC005237.4	0	0	0	0	0	2	0	0
MTERF4	3098	1618	3485	2166	2727	1701	2631	1310
PASK	4806	1041	5388	1456	4722	3232	4794	2648
AC005237.2	0	2	2	0	1	1	0	1
PPP1R7	2424	2198	2789	3162	3051	3401	3037	2854
ANO7	5	8	7	12	3	7	2	4
HDLBP	9649	8363	10554	11231	10966	11732	11394	9374
SEPT2	15218	11897	16247	15785	14664	13555	14896	9976
AC005104.3	153	139	139	151	141	143	117	135
FARP2	723	930	743	1177	567	858	626	609
MIR3133	0	0	0	0	0	0	0	0
AC110299.5	0	2	0	7	0	4	0	1
STK25	7288	6197	7721	8283	5575	5986	5994	4974
AC110299.1	2	1	1	2	2	0	1	1
BOK	39	80	47	83	37	64	54	63
RP11-367H1.1	0	3	0	0	0	0	1	1
THAP4	1465	1108	1515	1516	1414	1393	1566	1146
RNA5SP122	1	1	2	2	0	1	0	3
ATG4B	4978	4590	5425	6484	4411	5159	4792	4311
DTYMK	778	690	873	837	2348	2254	2418	1832
ING5	3154	2183	3719	3171	3474	2426	3540	1892
AC114730.11	44	25	44	39	32	24	41	16
D2HGDH	1773	1070	2181	1577	2737	2226	3044	1892
AC114730.8	2	0	3	1	1	2	4	0
AC114730.7	9	2	4	2	5	2	3	4
GAL3ST2	6	13	6	15	4	7	4	21
AC114730.5	2	3	3	1	1	2	0	1
AC114730.3	2	13	7	8	5	13	5	10
NEU4	1	25	10	30	5	11	2	16
AC114730.2	3	19	5	23	4	12	0	10
PDCD1	138	436	176	688	203	475	262	460
RTP5	0	0	0	2	2	6	1	4
AC131097.3	131	68	175	94	174	119	178	81
AC131097.4	6	4	11	6	16	5	18	2
AC093642.3	217	78	207	112	318	160	284	114
AC093642.1	21	11	27	17	46	5	47	9
AC093642.4	99	31	105	52	357	129	371	115
AC093642.6	0	0	0	0	0	0	0	0
RP11-341N2.1	37	31	51	43	30	33	34	31
AC093642.5	114	102	154	120	81	73	87	79
AC145627.1	0	0	0	0	0	0	0	0
AC134873.1	0	0	0	0	0	0	0	0
ABC7-43041300I9.1	0	0	0	0	0	0	0	0
AY269186.1	0	0	0	0	0	0	0	0
AY269186.2	0	0	0	0	0	0	0	0
AC066595.1	0	0	0	0	0	0	0	0
CHL1	0	0	0	0	0	1	0	1
RNU6-1194P	0	0	0	0	0	0	0	0
RP11-306H5.1	0	0	0	0	0	0	0	0
AC011609.3	0	0	0	0	0	0	0	0
AC090044.1	0	0	0	0	0	0	0	0
AC087431.1	0	0	0	0	0	0	0	0
AC090044.2	0	0	0	0	0	0	0	0
AC087430.1	0	0	0	0	0	0	0	0
RN7SL120P	0	0	0	0	0	0	0	0
CNTN6	0	0	0	0	0	0	0	0
AC026214.2	0	0	0	0	0	0	0	0
AC090043.1	0	0	0	0	1	0	0	0
AC090042.1	0	0	0	0	0	0	0	0
AC018814.1	1	0	0	0	1	1	0	0
RP11-204C23.1	0	0	0	0	0	0	0	0
RN7SKP144	0	0	0	0	0	0	0	0
CNTN4	0	0	0	0	0	0	0	0
RP11-176P14.1	0	0	0	0	0	0	0	0
AC026882.1	0	0	0	0	0	0	0	0
AC022002.5	0	0	0	0	0	0	0	0
AC022002.4	0	0	0	0	0	1	0	0
IL5RA	2	0	0	1	0	0	0	3
TRNT1	1221	778	1381	1021	1355	980	1329	774
CRBN	3892	2235	3978	2927	3611	2656	3561	2107
RP11-97C16.1	303	207	376	265	279	223	308	184
AC026188.1	0	0	0	0	0	0	0	0
SUMF1	315	269	324	326	380	350	388	260
LRRN1	6	5	4	3	13	6	9	1
AC023480.1	4	1	1	2	1	1	2	0
SETMAR	353	263	332	319	389	382	409	255
AC024168.1	0	0	0	1	0	0	0	0
AC024168.2	34	32	33	27	20	23	34	13
ITPR1	2034	1414	2066	1699	1559	1738	1480	1283
EGOT	4	16	8	8	0	8	3	5
AC018816.2	1	0	0	6	1	6	0	1
AC018816.3	112	120	139	163	112	144	109	121
AC018816.4	228	224	230	328	261	475	278	347
BHLHE40	24821	41181	26761	53434	17397	39647	17972	31865
AC090955.3	0	0	0	0	0	0	0	0
AC090955.4	0	0	0	0	0	0	0	0
AC090955.5	0	0	0	0	0	0	0	0
ARL8B	3030	2769	3246	3449	2996	3405	3074	2340
AC026202.3	0	6	1	1	4	9	1	3
RP11-572B2.1	1	0	1	3	2	0	1	0
EDEM1	8972	9706	9856	12568	8395	10579	8217	7981
MIR4790	0	0	0	0	0	0	0	0
RN7SL553P	0	0	0	0	0	0	1	0
AC026202.5	0	0	0	1	0	0	0	0
AC027119.1	0	0	0	0	0	0	0	1
AC026167.1	0	0	0	0	0	0	0	0
AC091069.1	0	0	0	0	0	0	0	0
AC069277.2	0	0	0	0	0	0	0	0
AC069277.1	0	0	0	0	0	0	0	0
AC024162.2	0	0	0	0	0	0	0	0
GRM7	0	0	0	0	0	0	0	1
AC023485.1	4	1	1	2	0	2	1	1
AC066606.1	0	0	0	0	0	0	0	0
AC068313.1	0	0	0	0	0	0	0	0
RP11-157E16.1	0	0	0	0	0	0	0	0
AC087859.1	0	0	0	1	2	0	0	0
AC018832.1	0	0	0	0	0	0	0	0
RNU4ATAC17P	0	0	0	0	0	0	0	0
AC023481.1	1	0	0	0	0	0	0	0
LMCD1	5	4	10	7	27	12	25	22
AC034187.2	0	0	0	0	0	0	0	0
SSUH2	7	5	7	9	12	10	15	9
OR7E122P	0	0	0	0	0	2	0	0
CAV3	1	0	0	2	1	1	4	1
OXTR	25	40	37	55	79	112	75	87
RAD18	1027	635	1082	868	1673	1465	1599	1087
SRGAP3	121	34	130	41	170	131	180	112
AC034186.2	1	0	0	0	0	0	0	0
AC037193.1	0	0	0	0	2	0	0	0
SRGAP3-AS3	0	0	0	0	0	0	0	0
AC026191.1	0	3	0	0	0	1	1	0
RP11-380O24.1	1	0	2	0	4	0	5	4
AC026191.2	0	0	0	1	0	0	1	0
RP11-58B17.1	2501	1787	2552	2164	1856	1553	2088	1210
THUMPD3	1676	1246	1851	1707	1697	1606	1606	1170
SETD5	6782	6061	7103	8039	7001	7230	6802	5298
LHFPL4	7	3	5	17	6	6	6	7
AC026194.2	0	0	0	0	0	0	0	0
MTMR14	3443	2634	3792	3726	2832	2927	2984	2277
CPNE9	37	17	22	41	6	12	12	5
BRPF1	3828	2820	4110	3772	3445	3439	3570	2704
OGG1	1354	1308	1356	1815	1426	1743	1533	1437
CAMK1	131	310	154	363	202	460	244	326
TADA3	3418	2446	3458	3431	4575	4442	4792	3539
ARPC4	3949	3488	4253	4917	5665	6082	6028	4946
ARPC4-TTLL3	2	0	3	0	1	0	1	0
TTLL3	3313	2001	3740	2782	2393	2140	2713	1768
RP11-266J6.2	1	4	4	4	3	2	5	4
RPUSD3	2010	1383	2221	1836	2031	1952	2161	1534
CIDEC	0	0	2	0	4	0	0	2
JAGN1	1515	993	1702	1277	1389	1263	1425	898
IL17RE	155	43	133	57	74	62	58	51
IL17RC	144	108	134	145	141	102	119	69
RNU6-882P	0	0	0	0	0	0	0	0
CRELD1	1349	1095	1474	1417	1308	987	1357	768
RP11-1020A11.1	97	87	114	90	56	49	71	52
PRRT3	261	198	337	248	296	241	320	191
AC018809.6	25	21	17	16	8	15	15	6
RP11-1020A11.2	152	153	182	232	146	119	138	86
EMC3	1663	1428	1726	2073	1684	2117	1812	1667
AC034193.5	298	215	342	304	552	499	558	356
AC022007.4	14	14	18	13	24	26	43	29
